val/loss,epoch,step,train/loss
0.052210863679647446,0,33651,
,0,33651,0.058804336935281754
0.052210863679647446,1,67303,
,1,67303,0.052292581647634506
0.052210863679647446,2,100955,
,2,100955,0.052292581647634506
0.052210863679647446,3,134607,
,3,134607,0.052292581647634506
0.052210863679647446,4,168259,
,4,168259,0.052292581647634506
0.052210863679647446,5,201911,
,5,201911,0.052292581647634506
0.052210863679647446,6,235563,
,6,235563,0.052292581647634506
0.052210863679647446,7,269215,
,7,269215,0.052292581647634506
0.052210863679647446,8,302867,
,8,302867,0.052292581647634506
0.052210863679647446,9,336519,
,9,336519,0.052292581647634506
0.052210863679647446,10,370171,
,10,370171,0.052292581647634506
0.052210863679647446,11,403823,
,11,403823,0.052292581647634506
0.052210863679647446,12,437475,
,12,437475,0.052292581647634506
0.052210863679647446,13,471127,
,13,471127,0.052292581647634506
0.052210863679647446,14,504779,
,14,504779,0.052292581647634506
0.052210863679647446,15,538431,
,15,538431,0.052292581647634506
0.052210863679647446,16,572083,
,16,572083,0.052292581647634506
0.052210863679647446,17,605735,
,17,605735,0.052292581647634506
0.052210863679647446,18,639387,
,18,639387,0.052292581647634506
0.052210863679647446,19,673039,
,19,673039,0.052292581647634506
0.052210863679647446,20,706691,
,20,706691,0.052292581647634506
0.052210863679647446,21,740343,
,21,740343,0.052292581647634506
0.052210863679647446,22,773995,
,22,773995,0.052292581647634506
0.052210863679647446,23,807647,
,23,807647,0.052292581647634506
0.052210863679647446,24,841299,
,24,841299,0.052292581647634506
0.052210863679647446,25,874951,
,25,874951,0.052292581647634506
0.052210863679647446,26,908603,
,26,908603,0.052292581647634506
0.052210863679647446,27,942255,
,27,942255,0.052292581647634506
0.052210863679647446,28,975907,
,28,975907,0.052292581647634506
0.052210863679647446,29,1009559,
,29,1009559,0.052292581647634506
