val/loss,epoch,step,train/loss
0.011887405067682266,0,33651,
,0,33651,0.026010531932115555
0.01188636664301157,1,67303,
,1,67303,0.012629363685846329
0.01188636664301157,2,100955,
,2,100955,0.012629264034330845
0.01188636664301157,3,134607,
,3,134607,0.012629264034330845
0.01188636664301157,4,168259,
,4,168259,0.012629264034330845
0.01188636664301157,5,201911,
,5,201911,0.012629264034330845
0.01188636664301157,6,235563,
,6,235563,0.012629264034330845
0.01188636664301157,7,269215,
,7,269215,0.012629264034330845
0.01188636664301157,8,302867,
,8,302867,0.012629264034330845
0.01188636664301157,9,336519,
,9,336519,0.012629264034330845
0.01188636664301157,10,370171,
,10,370171,0.012629264034330845
0.01188636664301157,11,403823,
,11,403823,0.012629264034330845
0.01188636664301157,12,437475,
,12,437475,0.012629264034330845
0.01188636664301157,13,471127,
,13,471127,0.012629264034330845
0.01188636664301157,14,504779,
,14,504779,0.012629264034330845
0.01188636664301157,15,538431,
,15,538431,0.012629264034330845
0.01188636664301157,16,572083,
,16,572083,0.012629264034330845
0.01188636664301157,17,605735,
,17,605735,0.012629264034330845
0.01188636664301157,18,639387,
,18,639387,0.012629264034330845
0.01188636664301157,19,673039,
,19,673039,0.012629264034330845
